countryCode2,countryCode3,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight 
PL,POL,28,male,urban,medium,yes,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,|It is against the principle of linking merit and reward || It might encourage people to stop working|,26_39,1.042.366.738
PL,POL,65,male,urban,medium,no,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,40_65,1.030.348.437
PL,POL,26,male,urban,high,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,|It might encourage people to stop working || It is impossible to finance|,26_39,0.421775078
PL,POL,16,female,urban,high,yes,yes,I have never heard of it,I would not vote,None of the above,It encourages financial independence and self-responsibility,It might encourage people to stop working,14_25,0.333541204
PL,POL,46,female,urban,high,no,yes,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,It increases dependence on the state,40_65,0.512379443
PL,POL,20,male,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ work less,It increases appreciation for household work and volunteering,|It is impossible to finance || It increases dependence on the state|,14_25,0.453939846
PL,POL,43,male,urban,NA,no,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,0.460982493
PL,POL,29,female,urban,high,yes,no,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,|It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs|,|It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,26_39,0.540573831
PL,POL,23,female,urban,medium,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,14_25,0.585417589
PL,POL,65,female,urban,medium,no,yes,I know something about it,I would vote against it,None of the above,None of the above,It is against the principle of linking merit and reward,40_65,0.94748052
PL,POL,54,female,rural,NA,no,yes,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,|It encourages financial independence and self-responsibility || It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,It is impossible to finance,40_65,1.037.862.793
PL,POL,34,male,rural,low,no,no,I have never heard of it,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,None of the above,26_39,1.153.501.045
PL,POL,19,male,urban,medium,no,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It creates more equality of opportunity|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,14_25,0.453939846
PL,POL,41,male,urban,medium,yes,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,1.030.348.437
PL,POL,50,male,urban,medium,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,None of the above,Only the people who need it most should get something from the state,40_65,1.030.348.437
PL,POL,61,male,urban,NA,no,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It is impossible to finance,40_65,0.460982493
PL,POL,27,male,urban,high,yes,no,I have never heard of it,I would vote for it,‰Û_ look for a different job,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It increases dependence on the state|,26_39,0.421775078
PL,POL,44,male,urban,high,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,0.304033097
PL,POL,56,female,urban,high,no,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,40_65,0.512379443
PL,POL,36,female,urban,medium,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ work less,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,It increases dependence on the state,26_39,0.655497765
PL,POL,42,female,urban,medium,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,40_65,0.94748052
PL,POL,48,female,urban,low,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ work as a freelancer,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,Foreigners might come to my country and take advantage of the benefit,40_65,0.964702478
PL,POL,34,male,rural,NA,no,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It is impossible to finance || It might encourage people to stop working || It increases dependence on the state|,26_39,2.111.022.353
PL,POL,40,female,urban,medium,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,40_65,0.94748052
PL,POL,34,male,rural,high,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ stop working,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,26_39,1.361.528.249
PL,POL,25,male,rural,NA,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,It is impossible to finance,14_25,1.294.207.865
PL,POL,49,female,urban,high,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,40_65,0.512379443
PL,POL,42,female,rural,medium,yes,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,305.855.315
PL,POL,42,male,rural,NA,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ work less,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,40_65,1.488.093.343
PL,POL,50,male,urban,high,yes,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It creates more equality of opportunity,|It increases dependence on the state || It is impossible to finance || It might encourage people to stop working|,40_65,0.304033097
PL,POL,33,female,urban,NA,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ work less,|It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It is against the principle of linking merit and reward || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || Only the people who need it most should get something from the state|,26_39,1.089.873.438
PL,POL,52,female,urban,high,no,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance|,40_65,0.512379443
PL,POL,55,female,rural,high,yes,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,1.654.007.365
PL,POL,62,female,urban,NA,no,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,|Only the people who need it most should get something from the state || It might encourage people to stop working|,40_65,0.32150979
PL,POL,30,female,urban,high,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is against the principle of linking merit and reward || It is impossible to finance|,26_39,0.540573831
PL,POL,40,female,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,It is impossible to finance,40_65,0.94748052
PL,POL,30,female,rural,low,no,yes,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,26_39,0.530589844
PL,POL,44,male,urban,high,yes,yes,I understand it fully,I would probably vote for it,‰Û_ stop working,It creates more equality of opportunity,It is against the principle of linking merit and reward,40_65,0.304033097
PL,POL,34,female,urban,high,no,yes,I have heard just a little about it,I would not vote,None of the above,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses|,It is against the principle of linking merit and reward,26_39,0.540573831
PL,POL,58,male,rural,no,no,yes,I have heard just a little about it,I would vote for it,None of the above,None of the above,Only the people who need it most should get something from the state,40_65,0.936781749
PL,POL,42,male,urban,high,yes,yes,I have heard just a little about it,I would not vote,‰Û_ do more volunteering work,None of the above,None of the above,40_65,0.304033097
PL,POL,41,male,urban,medium,yes,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,It is impossible to finance,40_65,1.030.348.437
PL,POL,30,male,rural,medium,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,None of the above,|It might encourage people to stop working || It is impossible to finance|,26_39,3.364.854.476
PL,POL,37,male,urban,medium,yes,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It is against the principle of linking merit and reward || It might encourage people to stop working || It increases dependence on the state || Only the people who need it most should get something from the state|,26_39,1.042.366.738
PL,POL,59,male,rural,low,no,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,0.936781749
PL,POL,40,female,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,40_65,0.512379443
PL,POL,54,female,rural,NA,no,yes,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.037.862.793
PL,POL,52,male,urban,high,yes,yes,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,0.304033097
PL,POL,34,male,urban,high,yes,no,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It is impossible to finance|,26_39,0.421775078
PL,POL,41,male,urban,medium,yes,yes,I know something about it,I would probably vote against it,‰Û_ work less,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,1.030.348.437
PL,POL,54,female,rural,NA,no,yes,I have heard just a little about it,I would vote against it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It increases dependence on the state || It is impossible to finance || It might encourage people to stop working|,40_65,1.037.862.793
PL,POL,41,male,urban,low,yes,yes,I understand it fully,I would not vote,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,0.29019684
PL,POL,55,male,urban,low,no,no,I know something about it,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,Only the people who need it most should get something from the state,40_65,0.29019684
PL,POL,39,male,urban,high,no,no,I have heard just a little about it,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It is against the principle of linking merit and reward || It increases dependence on the state || Only the people who need it most should get something from the state|,26_39,0.421775078
PL,POL,25,female,urban,high,yes,yes,I understand it fully,I would not vote,None of the above,None of the above,|It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,14_25,0.333541204
PL,POL,48,male,urban,medium,no,yes,I have never heard of it,I would vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It creates more equality of opportunity|,None of the above,40_65,1.030.348.437
PL,POL,44,male,urban,high,yes,no,I know something about it,I would vote against it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,40_65,0.304033097
PL,POL,32,male,urban,low,yes,no,I know something about it,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,26_39,0.35733228
PL,POL,45,female,urban,medium,yes,yes,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working,40_65,0.94748052
PL,POL,33,male,urban,high,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,0.421775078
PL,POL,41,male,rural,high,no,no,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,Only the people who need it most should get something from the state,40_65,0.981446443
PL,POL,29,female,urban,high,yes,no,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,It might encourage people to stop working,26_39,0.540573831
PL,POL,38,male,urban,high,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It increases dependence on the state|,26_39,0.421775078
PL,POL,35,male,urban,medium,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,26_39,1.042.366.738
PL,POL,45,male,rural,no,yes,no,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,None of the above,40_65,0.936781749
PL,POL,27,female,urban,high,no,no,I have heard just a little about it,I would vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,It is impossible to finance,26_39,0.540573831
PL,POL,51,female,rural,medium,yes,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,305.855.315
PL,POL,35,male,urban,high,yes,yes,I know something about it,I would vote for it,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,|It is impossible to finance || It is against the principle of linking merit and reward || It increases dependence on the state|,26_39,0.421775078
PL,POL,22,male,rural,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,3.150.876.549
PL,POL,44,male,urban,high,yes,yes,I have never heard of it,I would vote against it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,40_65,0.304033097
PL,POL,58,male,urban,NA,no,yes,I have never heard of it,I would vote for it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,40_65,0.460982493
PL,POL,41,male,urban,medium,yes,yes,I understand it fully,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,40_65,1.030.348.437
PL,POL,31,male,urban,medium,yes,no,I know something about it,I would vote against it,‰Û_ stop working,None of the above,|Only the people who need it most should get something from the state || It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state|,26_39,1.042.366.738
PL,POL,43,female,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|Only the people who need it most should get something from the state || It is impossible to finance|,40_65,0.94748052
PL,POL,42,male,urban,high,yes,yes,I know something about it,I would vote against it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,0.304033097
PL,POL,45,male,rural,no,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is against the principle of linking merit and reward || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,0.936781749
PL,POL,44,female,urban,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,40_65,0.512379443
PL,POL,30,female,rural,high,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,It is impossible to finance,26_39,1.745.021.411
PL,POL,38,female,urban,NA,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Only the people who need it most should get something from the state,26_39,1.089.873.438
PL,POL,26,male,urban,high,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,26_39,0.421775078
PL,POL,38,female,urban,medium,yes,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,26_39,0.655497765
PL,POL,18,female,urban,low,no,no,I know something about it,I would probably vote against it,None of the above,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,14_25,0.816175557
PL,POL,19,female,urban,low,no,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses|,None of the above,14_25,0.816175557
PL,POL,21,male,urban,medium,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,14_25,0.453939846
PL,POL,25,female,urban,medium,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ stop working,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It might encourage people to stop working || It is impossible to finance|,14_25,0.585417589
PL,POL,57,male,urban,medium,yes,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,|It increases dependence on the state || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,40_65,1.030.348.437
PL,POL,25,male,urban,high,no,no,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,14_25,0.142233929
PL,POL,63,female,urban,medium,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses|,Only the people who need it most should get something from the state,40_65,0.94748052
PL,POL,52,male,rural,NA,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,1.488.093.343
PL,POL,37,female,urban,high,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ look for a different job,It creates more equality of opportunity,|It is impossible to finance || Only the people who need it most should get something from the state|,26_39,0.540573831
PL,POL,46,male,urban,medium,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,1.030.348.437
PL,POL,19,female,urban,medium,no,no,I have never heard of it,I would probably vote against it,‰Û_ do more volunteering work,It increases solidarity because it is funded by everyone,|It is impossible to finance || Only the people who need it most should get something from the state|,14_25,0.585417589
PL,POL,57,male,rural,NA,yes,no,I know something about it,I would vote for it,‰Û_ spend more time with my family,None of the above,None of the above,40_65,1.488.093.343
PL,POL,45,male,urban,NA,yes,no,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance,40_65,0.460982493
PL,POL,49,female,urban,low,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,It increases dependence on the state,40_65,0.964702478
PL,POL,30,female,urban,medium,no,no,I have heard just a little about it,I would probably vote against it,‰Û_ gain additional skills,None of the above,It is impossible to finance,26_39,0.655497765
PL,POL,61,female,urban,medium,no,yes,I have heard just a little about it,I would not vote,None of the above,It reduces bureaucracy and administrative expenses,None of the above,40_65,0.94748052
PL,POL,18,female,urban,low,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,0.816175557
PL,POL,28,female,urban,high,yes,yes,I understand it fully,I would vote against it,None of the above,None of the above,It is against the principle of linking merit and reward,26_39,0.540573831
PL,POL,40,male,urban,medium,yes,no,I have heard just a little about it,I would vote for it,‰Û_ do more volunteering work,|It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It creates more equality of opportunity|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,1.030.348.437
PL,POL,53,female,rural,medium,no,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,40_65,305.855.315
PL,POL,18,female,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It is impossible to finance || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,14_25,0.585417589
PL,POL,27,male,urban,medium,no,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,None of the above,None of the above,26_39,1.042.366.738
PL,POL,45,male,urban,no,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,40_65,0.29019684
PL,POL,63,female,urban,medium,no,yes,I have heard just a little about it,I would not vote,None of the above,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,40_65,0.94748052
PL,POL,33,female,urban,medium,yes,no,I know something about it,I would not vote,None of the above,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,None of the above,26_39,0.655497765
PL,POL,25,male,rural,high,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,14_25,0.459144039
PL,POL,48,male,urban,medium,yes,yes,I know something about it,I would vote against it,None of the above,None of the above,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It might encourage people to stop working|,40_65,1.030.348.437
PL,POL,22,female,urban,high,no,no,I know something about it,I would probably vote against it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,|It is against the principle of linking merit and reward || It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,14_25,0.333541204
PL,POL,35,male,rural,high,yes,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,26_39,1.361.528.249
PL,POL,20,male,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ work less,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,14_25,0.453939846
PL,POL,30,female,urban,medium,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,None of the above,26_39,0.655497765
PL,POL,22,female,urban,low,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,14_25,0.816175557
PL,POL,20,male,urban,NA,yes,no,I know something about it,I would vote for it,None of the above,None of the above,None of the above,14_25,0.400920527
PL,POL,22,female,urban,medium,no,no,I have never heard of it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward|,14_25,0.585417589
PL,POL,26,female,rural,high,yes,no,I understand it fully,I would vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,26_39,1.745.021.411
PL,POL,24,male,urban,high,yes,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,14_25,0.142233929
PL,POL,36,female,urban,high,no,yes,I know something about it,I would probably vote against it,‰Û_ work less,It increases appreciation for household work and volunteering,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.540573831
PL,POL,25,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,Only the people who need it most should get something from the state,14_25,0.453939846
PL,POL,27,female,urban,high,yes,no,I know something about it,I would not vote,None of the above,None of the above,None of the above,26_39,0.540573831
PL,POL,48,female,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ gain additional skills,|It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,0.512379443
PL,POL,19,female,urban,low,no,no,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It creates more equality of opportunity,It is against the principle of linking merit and reward,14_25,0.816175557
PL,POL,35,female,urban,high,yes,no,I understand it fully,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It is against the principle of linking merit and reward|,26_39,0.540573831
PL,POL,28,female,urban,high,yes,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|Only the people who need it most should get something from the state || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit|,26_39,0.540573831
PL,POL,54,female,rural,NA,no,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It creates more equality of opportunity || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It is impossible to finance || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.037.862.793
PL,POL,39,male,urban,high,yes,yes,I understand it fully,I would vote for it,‰Û_ stop working,|It encourages financial independence and self-responsibility || It creates more equality of opportunity|,|It increases dependence on the state || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,26_39,0.421775078
PL,POL,31,female,rural,no,no,yes,I have never heard of it,I would not vote,‰Û_ work less,None of the above,None of the above,26_39,0.530589844
