countryCode2,countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
IT,Italy,31,male,rural,high,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is against the principle of linking merit and reward|,26_39,0.202072408
IT,Italy,31,male,urban,low,yes,no,I know something about it,I would vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It increases dependence on the state|,26_39,1.736.548.202
IT,Italy,30,male,urban,high,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,|It is impossible to finance || Only the people who need it most should get something from the state|,26_39,0.403682293
IT,Italy,40,male,rural,medium,yes,yes,I know something about it,I would vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,0.425839483
IT,Italy,25,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state|,14_25,1.267.725.171
IT,Italy,47,male,rural,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ look for a different job,It increases solidarity because it is funded by everyone,It is impossible to finance,40_65,0.425839483
IT,Italy,31,female,rural,high,no,no,I have never heard of it,I would vote for it,‰Û_ work as a freelancer,|It increases appreciation for household work and volunteering || It creates more equality of opportunity|,It might encourage people to stop working,26_39,0.274538775
IT,Italy,45,male,rural,NA,yes,no,I have heard just a little about it,I would not vote,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,0.680300432
IT,Italy,41,male,rural,high,yes,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,|It increases dependence on the state || It is against the principle of linking merit and reward || It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,0.244668596
IT,Italy,35,female,urban,high,yes,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It increases dependence on the state || It is against the principle of linking merit and reward|,26_39,0.548449159
IT,Italy,35,female,urban,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It is impossible to finance|,26_39,1.426.708.894
IT,Italy,45,female,urban,high,yes,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance,40_65,0.706560884
IT,Italy,33,male,urban,high,no,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,26_39,0.403682293
IT,Italy,24,male,urban,medium,no,no,I have never heard of it,I would probably vote against it,‰Û_ stop working,|It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,It is against the principle of linking merit and reward,14_25,1.267.725.171
IT,Italy,40,male,urban,low,no,yes,I understand it fully,I would vote for it,None of the above,None of the above,Only the people who need it most should get something from the state,40_65,1.737.000.268
IT,Italy,51,male,rural,medium,yes,yes,I understand it fully,I would probably vote against it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It might encourage people to stop working,40_65,0.425839483
IT,Italy,52,female,urban,medium,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,40_65,108.313.934
IT,Italy,64,male,urban,low,yes,no,I know something about it,I would not vote,A basic income would not affect my work choices,None of the above,|Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It might encourage people to stop working || It is impossible to finance|,40_65,1.737.000.268
IT,Italy,42,male,rural,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It encourages financial independence and self-responsibility || It creates more equality of opportunity|,None of the above,40_65,0.425839483
IT,Italy,36,male,urban,medium,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,Foreigners might come to my country and take advantage of the benefit,26_39,127.761.727
IT,Italy,40,female,urban,high,yes,yes,I understand it fully,I would not vote,‰Û_ stop working,It increases solidarity because it is funded by everyone,Foreigners might come to my country and take advantage of the benefit,40_65,0.706560884
IT,Italy,51,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,Only the people who need it most should get something from the state,40_65,0.850704263
IT,Italy,45,female,urban,NA,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,40_65,1.529.987.517
IT,Italy,46,female,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,|It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,108.313.934
IT,Italy,57,female,urban,medium,no,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,Only the people who need it most should get something from the state,40_65,108.313.934
IT,Italy,47,female,urban,medium,yes,yes,I know something about it,I would probably vote against it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,|It is impossible to finance || It increases dependence on the state|,40_65,108.313.934
IT,Italy,50,female,urban,medium,yes,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance,40_65,108.313.934
IT,Italy,55,male,urban,low,yes,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,1.737.000.268
IT,Italy,46,male,urban,high,yes,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,It increases solidarity because it is funded by everyone,It increases dependence on the state,40_65,0.488777171
IT,Italy,24,female,rural,medium,no,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,None of the above,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state|,14_25,0.70287814
IT,Italy,36,male,urban,low,no,yes,I understand it fully,I would vote for it,‰Û_ do more volunteering work,None of the above,None of the above,26_39,1.736.548.202
IT,Italy,37,male,urban,high,yes,yes,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is impossible to finance|,26_39,0.403682293
IT,Italy,33,female,urban,high,yes,no,I understand it fully,I would probably vote for it,‰Û_ work as a freelancer,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It increases dependence on the state || It is impossible to finance|,26_39,0.548449159
IT,Italy,40,male,urban,medium,yes,no,I know something about it,I would vote for it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,None of the above,40_65,0.850704263
IT,Italy,43,male,urban,medium,yes,yes,I know something about it,I would vote against it,‰Û_ work less,It encourages financial independence and self-responsibility,|It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,0.850704263
IT,Italy,16,female,urban,low,no,no,I have heard just a little about it,I would probably vote for it,None of the above,|It creates more equality of opportunity || It encourages financial independence and self-responsibility|,Only the people who need it most should get something from the state,14_25,1.672.148.206
IT,Italy,46,male,urban,low,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,|Only the people who need it most should get something from the state || It is impossible to finance|,40_65,1.737.000.268
IT,Italy,15,female,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,14_25,1.672.148.206
IT,Italy,31,female,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state || It is impossible to finance|,26_39,1.426.708.894
IT,Italy,40,male,urban,medium,yes,no,I know something about it,I would vote against it,‰Û_ stop working,It increases appreciation for household work and volunteering,It is impossible to finance,40_65,0.850704263
IT,Italy,15,male,urban,low,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || Only the people who need it most should get something from the state|,14_25,1.177.907.825
IT,Italy,47,male,rural,low,no,no,I have never heard of it,I would not vote,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses,It is impossible to finance,40_65,0.869495227
IT,Italy,30,male,urban,low,no,no,I know something about it,I would vote for it,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses,It increases dependence on the state,26_39,1.736.548.202
IT,Italy,29,male,urban,high,yes,yes,I understand it fully,I would vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|It is against the principle of linking merit and reward || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state|,26_39,0.403682293
IT,Italy,20,male,urban,medium,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|Only the people who need it most should get something from the state || It increases dependence on the state|,14_25,1.267.725.171
IT,Italy,41,male,urban,medium,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,|It creates more equality of opportunity || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,0.850704263
IT,Italy,15,male,urban,high,no,no,I have heard just a little about it,I would vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working,14_25,0.321491384
IT,Italy,44,female,rural,medium,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward,40_65,0.542190179
IT,Italy,14,male,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ work less,It creates more equality of opportunity,It is impossible to finance,14_25,1.177.907.825
IT,Italy,44,male,urban,high,yes,yes,I understand it fully,I would vote against it,A basic income would not affect my work choices,It increases solidarity because it is funded by everyone,Only the people who need it most should get something from the state,40_65,0.488777171
IT,Italy,44,male,urban,medium,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,0.850704263
IT,Italy,48,female,urban,low,yes,no,I have heard just a little about it,I would vote for it,‰Û_ work less,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,40_65,383.115.839
IT,Italy,44,female,urban,high,yes,no,I know something about it,I would vote against it,‰Û_ stop working,None of the above,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,0.706560884
IT,Italy,58,female,rural,low,no,no,I know something about it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit|,40_65,1.917.773.989
IT,Italy,26,male,urban,high,no,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It creates more equality of opportunity|,|It might encourage people to stop working || It increases dependence on the state|,26_39,0.403682293
IT,Italy,45,male,urban,high,yes,no,I know something about it,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It increases dependence on the state || It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,0.488777171
IT,Italy,40,male,rural,medium,yes,no,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,None of the above,|Only the people who need it most should get something from the state || It increases dependence on the state || It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,0.425839483
IT,Italy,29,female,urban,high,no,yes,I know something about it,I would vote for it,‰Û_ do more volunteering work,It reduces bureaucracy and administrative expenses,It is impossible to finance,26_39,0.548449159
IT,Italy,53,male,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity,It might encourage people to stop working,40_65,1.737.000.268
IT,Italy,28,male,urban,high,no,no,I understand it fully,I would vote for it,‰Û_ look for a different job,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,|It increases dependence on the state || Only the people who need it most should get something from the state|,26_39,0.403682293
IT,Italy,55,male,urban,high,yes,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering|,It is impossible to finance,40_65,0.488777171
IT,Italy,53,male,urban,medium,no,no,I know something about it,I would vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,It might encourage people to stop working,40_65,0.850704263
IT,Italy,35,female,urban,high,yes,yes,I know something about it,I would vote for it,‰Û_ work as a freelancer,It encourages financial independence and self-responsibility,It is impossible to finance,26_39,0.548449159
IT,Italy,44,female,urban,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|It is impossible to finance || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,108.313.934
IT,Italy,16,male,urban,medium,no,no,I have never heard of it,I would vote for it,None of the above,None of the above,None of the above,14_25,1.267.725.171
IT,Italy,29,female,rural,medium,no,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,|Only the people who need it most should get something from the state || It is impossible to finance || It increases dependence on the state || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,26_39,0.71417178
IT,Italy,50,male,urban,high,no,yes,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,None of the above,|It increases dependence on the state || It is impossible to finance || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,0.488777171
IT,Italy,22,female,urban,medium,no,no,I know something about it,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,14_25,1.404.147.463
IT,Italy,41,female,rural,low,no,yes,I have heard just a little about it,I would vote for it,‰Û_ look for a different job,None of the above,None of the above,40_65,1.917.773.989
IT,Italy,49,female,urban,low,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,|It is impossible to finance || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,40_65,383.115.839
IT,Italy,53,female,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It might encourage people to stop working,40_65,108.313.934
IT,Italy,42,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,|It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward|,40_65,0.850704263
IT,Italy,45,male,rural,NA,yes,no,I have never heard of it,I would probably vote against it,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,0.680300432
IT,Italy,26,female,urban,low,no,yes,I have never heard of it,I would vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It is impossible to finance,26_39,1.936.001.883
IT,Italy,19,female,urban,low,yes,no,I know something about it,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,It might encourage people to stop working,14_25,1.672.148.206
IT,Italy,39,male,urban,medium,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,|Only the people who need it most should get something from the state || It is impossible to finance || It increases dependence on the state|,26_39,127.761.727
IT,Italy,55,male,urban,low,yes,no,I know something about it,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,It is impossible to finance,40_65,1.737.000.268
IT,Italy,45,male,urban,high,yes,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,0.488777171
IT,Italy,53,female,urban,medium,no,no,I know something about it,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,108.313.934
IT,Italy,29,male,urban,medium,no,no,I know something about it,I would not vote,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,127.761.727
IT,Italy,43,female,urban,high,yes,no,I know something about it,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It is impossible to finance || It might encourage people to stop working|,40_65,0.706560884
IT,Italy,33,female,urban,medium,no,yes,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,|It increases appreciation for household work and volunteering || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,26_39,1.426.708.894
IT,Italy,53,female,rural,medium,yes,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working,40_65,0.542190179
IT,Italy,40,male,urban,high,yes,yes,I know something about it,I would vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|Only the people who need it most should get something from the state || It increases dependence on the state || It is impossible to finance|,40_65,0.488777171
IT,Italy,58,female,urban,medium,no,yes,I know something about it,I would probably vote for it,None of the above,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,108.313.934
IT,Italy,58,male,rural,high,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|Only the people who need it most should get something from the state || It is impossible to finance|,40_65,0.244668596
IT,Italy,53,male,urban,medium,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,|It is impossible to finance || It might encourage people to stop working|,40_65,0.850704263
IT,Italy,35,female,urban,high,no,yes,I understand it fully,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.548449159
IT,Italy,43,male,urban,low,no,yes,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,40_65,1.737.000.268
IT,Italy,63,female,urban,medium,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,108.313.934
IT,Italy,47,male,urban,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases solidarity because it is funded by everyone,It might encourage people to stop working,40_65,1.737.000.268
IT,Italy,24,female,urban,medium,yes,yes,I have never heard of it,I would not vote,‰Û_ spend more time with my family,It creates more equality of opportunity,It might encourage people to stop working,14_25,1.404.147.463
IT,Italy,52,male,urban,low,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,1.737.000.268
IT,Italy,39,female,rural,high,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,|Only the people who need it most should get something from the state || It is against the principle of linking merit and reward|,26_39,0.274538775
IT,Italy,51,female,rural,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases solidarity because it is funded by everyone,It is impossible to finance,40_65,0.542190179
IT,Italy,46,female,urban,medium,no,yes,I know something about it,I would not vote,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,108.313.934
IT,Italy,47,male,urban,low,yes,no,I know something about it,I would vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,40_65,1.737.000.268
IT,Italy,41,male,rural,low,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ work less,It creates more equality of opportunity,It might encourage people to stop working,40_65,0.869495227
IT,Italy,39,female,urban,medium,no,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,Foreigners might come to my country and take advantage of the benefit,26_39,1.426.708.894
IT,Italy,35,female,urban,medium,no,yes,I know something about it,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity,It might encourage people to stop working,26_39,1.426.708.894
IT,Italy,50,male,rural,medium,no,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,40_65,0.425839483
IT,Italy,58,male,urban,low,yes,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,|It is impossible to finance || It is against the principle of linking merit and reward|,40_65,1.737.000.268
IT,Italy,43,male,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,None of the above,40_65,0.850704263
IT,Italy,31,female,urban,medium,yes,no,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,26_39,1.426.708.894
IT,Italy,45,female,urban,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,40_65,108.313.934
IT,Italy,31,male,urban,medium,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,127.761.727
IT,Italy,41,male,rural,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,40_65,0.425839483
IT,Italy,39,male,urban,high,yes,yes,I have heard just a little about it,I would vote against it,‰Û_ do more volunteering work,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It is impossible to finance || It increases dependence on the state|,26_39,0.403682293
IT,Italy,40,female,rural,low,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,1.917.773.989
IT,Italy,27,male,urban,medium,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,26_39,127.761.727
IT,Italy,56,male,urban,medium,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It creates more equality of opportunity|,|It is impossible to finance || Only the people who need it most should get something from the state|,40_65,0.850704263
IT,Italy,41,male,urban,low,no,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,40_65,1.737.000.268
IT,Italy,42,male,rural,medium,yes,no,I know something about it,I would probably vote against it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,It might encourage people to stop working,40_65,0.425839483
IT,Italy,53,female,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,40_65,108.313.934
IT,Italy,48,female,urban,medium,no,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It increases solidarity because it is funded by everyone|,None of the above,40_65,108.313.934
IT,Italy,18,male,urban,low,no,no,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,14_25,1.177.907.825
IT,Italy,49,female,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It increases dependence on the state,40_65,0.706560884
IT,Italy,51,male,rural,low,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,|It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,0.869495227
IT,Italy,47,female,urban,medium,no,yes,I have heard just a little about it,I would probably vote against it,None of the above,None of the above,It is against the principle of linking merit and reward,40_65,108.313.934
IT,Italy,33,male,rural,low,no,no,I know something about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,0.869268935
IT,Italy,45,female,urban,medium,yes,yes,I know something about it,I would probably vote for it,None of the above,None of the above,It is impossible to finance,40_65,108.313.934
IT,Italy,28,male,urban,low,yes,yes,I understand it fully,I would vote against it,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,It is impossible to finance,26_39,1.736.548.202
IT,Italy,45,female,urban,high,yes,yes,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,0.706560884
IT,Italy,28,male,urban,medium,yes,no,I understand it fully,I would not vote,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,127.761.727
IT,Italy,30,male,urban,high,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,It is impossible to finance,26_39,0.403682293
IT,Italy,34,male,urban,high,yes,no,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,It increases dependence on the state,26_39,0.403682293
IT,Italy,47,male,rural,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It is against the principle of linking merit and reward,40_65,0.869495227
IT,Italy,22,female,urban,high,no,no,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,14_25,0.549848079
IT,Italy,41,male,rural,medium,yes,no,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,|It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,40_65,0.425839483
IT,Italy,25,male,urban,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility|,It might encourage people to stop working,14_25,1.267.725.171
IT,Italy,46,male,rural,no,no,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It increases dependence on the state,40_65,0.869495227
IT,Italy,43,female,urban,high,no,no,I understand it fully,I would vote for it,‰Û_ stop working,It creates more equality of opportunity,It is impossible to finance,40_65,0.706560884
